feature,question,rel_question,labels
Abaya shops in Doha Maternity clothes,I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,Any advice on where to buy maternity clothes? So far; the few malls I've looked has either a terrible selection (i.e. a selection of 3 different items) or the prices are out of control. I'm to the point of buying online and paying to ship. Any ideas? (Please; serious comments only; I'm in no mood for sarcastic;silly; male humor this morning...),Relevant
Abaya shops in Doha This Topic is About Shopping in Doha,I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,Well as you all know there are many shopping malls over here in Qatar..such as City Centre; The Mall ;lulu ; Villagio etc...so you all tell that from where you guyz like to do shopping? :),Relevant
Abaya shops in Doha Abayas are so pretty,I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,When I was shopping at Royal Plaza I saw some traditional clothing that I fell in love with. What do all the other expats think about Qatars traditional clothing? www.noblesseoblige.us,Relevant
Abaya shops in Doha Is it in appropriate for western men to wear a thoub and shumagg?,I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,Is it in appropriate for western men to wear a thoub and shumagg? They look very comfortable especially during the summer. I wanted to get one but I donÛªt want to offend anyone or do anything inappropriate.,Irrelevant
Abaya shops in Doha HIJAB - A burden to Muslim womens ?,I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,Why only a few muslim womens wear hijab ? Why not others ? Is hijab making a women outdated !! plz share your comments..,Irrelevant
Abaya shops in Doha What types of shoes for women to wear?,I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,Do women wear open toe or closed toe shoes in Qatar? What is an acceptable height of heel? What women's shoes are accepted in Qatari culture? Are expat women held to the same standard (regarding shoes) as qatari women? Thanks in advance.,Irrelevant
Suggest a place for a family get together.. qatar;raslaffan,Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Hi all; I am indian living in india.My husband is working in gama qatar.the company is not providing family visa.I want to know y the company is not providing family visa? I want to live with my husband.Pls tell me some ways to live in qatar with him.,Irrelevant
Suggest a place for a family get together.. how to find a job?,Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,hi i am new at this forum; so sorry if u were already speaking about this topic. i am planning to move to doha on the end of this year; together with husband. he is chef in the restaurant and we are wondering how to find jobs for both of usåÊ. I am speaking english ; arabic; greek and serbian; so maybe if it is possible something in the tourism. which web sites i should visit? thanx,Irrelevant
Suggest a place for a family get together.. Cornich,Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,hi every body eid mubarak !!!!!!!!!!!!! do some one no whey they r stopping ppl on foort to go to cornich i must have a car to go in ?????????????? happy eid !!!!!!!!!!!!!,Irrelevant
Suggest a place for a family get together.. Park House School,Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Does anyone out there have a child in this school? We are moving out next month and have a place at Park House for our 7yrs son. What is it like. Feedback please!!!!,Irrelevant
Suggest a place for a family get together.. Is this the new RP requirement for family??,Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,I went to immigration this morning for babys RP; I want to be her sponsor; she is in doha on visit visa but I and wife have residence with different companies; I have all the documents. But they said there is a new rule that the wife has to be the sponsor even if her salary is low. Any one been through this can confirm?,Irrelevant
Suggest a place for a family get together.. Expat wives in Qatar,Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Hi everyone; Very nice to meet you all. :) My wife and I are moving to Doha in about 3 weeks. As I'm going to be working most days; my wife and I are a little concerned about what she'll be able to do to keep her occupied during the day. We were thinking of getting her enrolled at an ESL school (she doesn't speak much English). Besides take courses; what do other non-expat spouses do to keep busy? Thanks everyone. Hope to meet some of you after we arrive!,Irrelevant
Suggest a place for a family get together.. Cycling in Doha,Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Is cycling in Doha with the family viable or does the heat and road conditions make it unwise? Any parks work going round? Trying to figure out if its worth bringing our bikes across.,Irrelevant
Suggest a place for a family get together.. Any volleyball in Doha?,Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Hi Just in to Doha Does anyone out there play; or know of any volleyball happening in Doha; either competitive or social? If not; is anyone interested in starting something up? I'm happy to try to arrange things; but it will take me a little time to find my way around venues etc.,Irrelevant
Suggest a place for a family get together.. Carseat laws for children?,Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Is there a carseat law in Qatar. Is there a selection of carseats to buy in Doha?,Irrelevant
